"line","text","screenname","time","searchterm","location","followerscount","favoritescount","lat","lng","coords_coords","bbox_coords","geo_coords"
622,"John James Senate Candidate for all of Michigan.
Job Creator and Outsider running for US Senate. Husband, father, West Point grad, combat veteran, Army Ranger/ Apache pilot, Conservative, Detroit Businessman. https://t.co/a4I0oyo4cH","LookingForGems",2018-11-05 19:58:10,"WestPoint",NA,75,0,NA,NA,NA,NA,NA
626,"Air Force falcon expected to recover from 'life-threatening' injuries after West Point<U+00A0>prank<U+0085> https://t.co/Njybau7WV1","cjtweetstation",2018-11-05 19:49:22,"WestPoint","San Antonio, TX",1288,0,NA,NA,NA,NA,NA
628,"Big water on the Eno in West Point Park today!
.
.
#enoriver #durhamnc #northcarolina  #nature #cleanwater #getoutside #hike #paddle #picturedurm #conservation #preservation  #dprplaymore https://t.co/2L8mJbcMnA","EnoRiver",2018-11-05 19:38:19,"WestPoint","Durham & Orange Counties, NC",1064,0,NA,NA,NA,NA,NA
629,"@tfwn93 <U+0093>If I was a grad I<U+0092>d know the respect between the academies<U+0094> ya I<U+0092>m not a grad (Clemson) but my family has had season tickets for over 30 years &amp; my check to West Point cashes just as fast as yours and I<U+0092>ve never seen an academy team behave like Air Force did on Saturday #GoArmy https://t.co/FwP7M9aM2Q","Chambro4",2018-11-05 19:34:43,"WestPoint","Clemson, SC",359,1,NA,NA,NA,NA,NA
630,"@radioexe shout out to the 3 dogs Reggie, Harvey and Charlie-Brown listening to radio Exe at home whilst we<U+0092>re out at West Point!","Danny_Ridgeway",2018-11-05 19:31:59,"WestPoint",NA,207,1,NA,NA,NA,NA,NA
631,"West Point prank that injured beloved Air Force Academy falcon may trigger<U+00A0>discipline https://t.co/neDRy7Ck51 https://t.co/ylgWp5PiVi","wsoeorg",2018-11-05 19:31:24,"WestPoint","Mote, humdrum star, galaxy",156,0,NA,NA,NA,NA,NA
632,"Honestly imagine being a African American family in SC and wanting your kid to be a congressional page or go to West Point or get an expedited passport. Would they be able to go to Lindsey Graham<U+0092>s office and expect anything at this point?","TeresaKopec",2018-11-05 19:27:00,"WestPoint","South Carolina",6416,2,NA,NA,NA,NA,NA
638,"Susann will be at the West Point lighthouse in Discovery Park at 11:45 to try to find the orcas in the area! I<U+0092>m wearing a green jacket and black jeans","whalescout",2018-11-05 19:10:33,"WestPoint","Bothell, WA",715,0,NA,NA,NA,NA,NA
644,"@KellyannePolls @Michigan @JohnJamesMI "" war vet, West Point grad, successful businessman ""
Oh you mean just like .@realDonaldTrump then Hecate?
Oh you DON'T ????
Silly me.<U+0001F602><U+0001F602><U+0001F602><U+0001F602>
#CadetBoneSpurs #MultipleBankruptcies #TaxFraud #Bullshitter 
#DESPERATION","MikeBass4109",2018-11-05 18:55:54,"WestPoint",NA,145,0,NA,NA,NA,NA,NA
649,"Michigan - John James - is a West Point grad - an Iraq war vet - a small business owner &amp; will fight to bring jobs into Michigan - he's for security, etc.  Let's give John James - a chance at help the ppl of Michigan.

John James - for Senator Nov. 06 https://t.co/lnvkS1VulS","tammytabby",2018-11-05 18:53:01,"WestPoint","Georgia",13490,9,NA,NA,NA,NA,NA
655,".@Michigan has an excellent opportunity to send an Iraq war vet, West Point grad, successful businessman to the U.S. Senate. 

Vote @JohnJamesMI for a fresh start and tell Debbie Stabenow 43 years in politics is too long. https://t.co/cvzc5mkhWO","KellyannePolls",2018-11-05 18:37:53,"WestPoint","Washington, DC",2474258,10015,NA,NA,NA,NA,NA
656,"Air Force<U+0092>s mascot Aurora suffered <U+0093>potentially life-threatening<U+0094> injuries when West Point cadets took the falcon as part of a prank","fans_frenzy",2018-11-05 18:35:48,"WestPoint",NA,817,0,NA,NA,NA,NA,NA
657,"Air Force Academy Mascot <U+0091>Aurora<U+0092> Recovering After West Point Prank https://t.co/DeH2Lun0j6 https://t.co/PHuKGVQcht","CBSDenver",2018-11-05 18:35:08,"WestPoint","Denver, Colorado",198874,5,NA,NA,NA,NA,NA
658,"@KellyannePolls @Michigan @JohnJamesMI West Point?

The animal abuse school?","MonumentLib",2018-11-05 18:34:54,"WestPoint",NA,43,0,NA,NA,NA,NA,NA
659,"@NewLyfe6 @willlewis86 @sexygirl798 @CyrusMMcQueen I also have never been arrested, my cousin who
graduated from West Point
has never been arrested
and I am a vet. I come
from a military family
and college educated
family. That still doesn't
mean that the Clinton
crime bill was right.","DennisS70960118",2018-11-05 18:33:43,"WestPoint","Rochester NY",428,1,NA,NA,NA,NA,NA
660,"Air Force Academy Mascot <U+0091>Aurora<U+0092> Recovering After West Point Prank https://t.co/wbt6QWtrUW","InCongressPark",2018-11-05 18:33:28,"WestPoint","Denver Colorado",396,0,NA,NA,NA,NA,NA
669,"@CaptainCons last 2 ppl i<U+0092>d wanna be right now are the two west point cadets who kidnapped the air force falcons... YIKES","JamesOberdank",2018-11-05 18:26:45,"WestPoint","California, USA",188,0,NA,NA,NA,NA,NA
671,"Just 2 more #ArmyFootball home games left. Be sure to get your tix and stay at the Caldwell House Bed and Breakfast!

#Army West Point - The U.S. Military Academy https://t.co/Pcg3dqdjZY","caldwelhousebnb",2018-11-05 18:24:53,"WestPoint","Salisbury Mills, NY",1446,0,NA,NA,NA,NA,NA
681,"We will be correcting our stories on Dave Pickerell shortly. Dave was reticent to tell anyone how old he was, and our listing his birth date in 1948 came from one of his publicists. A West Point classmate checked the Academy<U+0092>s records, and Dave was born in 1956, making him 62.","whiskycast",2018-11-05 13:00:14,"WestPoint","New Jersey",12973,5,NA,NA,NA,NA,NA
682,"We have updated the WhiskyCast web site to reflect updated information on the death of Dave Pickerell. West Point alumni records show Dave was 62 years old when he passed away last Thursday, not 70. 

https://t.co/PnmY4FoIQ6 https://t.co/3RgYrPsLtK","whiskycast",2018-11-05 17:57:34,"WestPoint","New Jersey",12973,10,NA,NA,NA,NA,NA
687,"Air Force<U+0092>s mascot Aurora suffered <U+0093>potentially life-threatening<U+0094> injuries when West Point cadets took the falcon as part of a prank https://t.co/JwJRmo1sMe","SInow",2018-11-05 17:45:05,"WestPoint","New York, NY",1738256,27,NA,NA,NA,NA,NA
694,"@CelebNamedJUJU no, I<U+0092>m from Louisiana but lived in West Point, NY for a little while","Forever_Jason",2018-11-05 17:42:48,"WestPoint","<U+029F><U+1D0F><U+1D1C><U+026A>s<U+026A><U+1D00><U+0274><U+1D00> x <U+029C><U+1D0F><U+1D1C>s<U+1D1B><U+1D0F><U+0274>",26383,0,NA,NA,NA,NA,NA
697,"@DoingRight1 @CuriousHobbyist @RedKeepsRolling @GarBear4Trump @zoogerdee @heyitsmeCarolyn @Reckonhaus @John_R_Berna @Arauz2012 @codeofvets @RobertWeckesser @luluHru @ChrisBragdon @doreen_wesner @ourhealthis @pcal4HIM @Serremmy My son is at West Point: <U+0001F609>","FChecker1984",2018-11-05 17:40:12,"WestPoint","United States",3312,2,NA,NA,NA,NA,NA
700,"West Point apologizes for falcon<U+0092>s injuries
https://t.co/M95bbD24dm","SFC_E7Army",2018-11-05 17:32:54,"WestPoint","Gold Canyon Arizona",1162,0,NA,NA,NA,NA,NA
702,"Aurora is able to fly around and seems to be in good spirits. 
https://t.co/iQNC6Zi9S1","NBCLA",2018-11-05 17:31:07,"WestPoint","Southern California",474699,14,NA,NA,NA,NA,NA
709,"@MaryPatton43 @JMcQueeny @csgazette They may be booted from West Point because of it. Which stealing really isn<U+0092>t in the army creed so...","Butterflycrying",2018-11-05 17:16:49,"WestPoint","Oregon",171,0,NA,NA,NA,NA,NA
713,"well thankfully the #AirForce mascot is now recovering &amp; whoever is responsible at #Army gets punished for what happened to the falcon this past weekend<U+0001F447>
https://t.co/2tBhD99i8U","4MEDLEN",2018-11-05 17:00:50,"WestPoint","Toledo, Ohio",834,0,NA,NA,NA,NA,NA
716,"UPDATE: Aurora the falcon able to fly in her pen | https://t.co/A5RArGWCGl 
#AnimalWelfare
https://t.co/SH8Rkk5eT1","DEShellenberger",2018-11-05 16:56:22,"WestPoint","Bethel, CT USA",2786,2,NA,NA,NA,NA,NA
718,"@Lin_Manuel Dearest Lin-Manuel! You have just clarified a lifetime of confusion. My dad went to West Point, but he was born in western NY on Lake Erie. But my Mom (from TN) said he was born <U+0093>in upstate NY<U+0094>. Now I know why NYers looked at me funny- it<U+0092>s Western! Thanks!","LighterWay2Live",2018-11-05 16:53:58,"WestPoint",NA,668,0,NA,NA,NA,NA,NA
719,"AGO member Craig Williams, West Point<U+0092>s organist and choirmaster since 2000, wears many hats in his role at the military academy. https://t.co/pLSOUHy5d6 https://t.co/3h0Hc02jvk","agohq",2018-11-05 16:53:16,"WestPoint","New York, NY",1383,2,NA,NA,NA,NA,NA
721,"@WestPoint_USMA I hope the cadets will be dismissed from West Point. They<U+0092>re guilty of animal cruelty. #USAFA https://t.co/MVbQ8IghpM","emilyTXLib",2018-11-05 16:51:13,"WestPoint","United States",81,0,NA,NA,NA,NA,NA
722,"39 COTTON PL, WEST POINT, MS <U+0097> MLS#18_2269 <U+0097> Coldwell Banker https://t.co/r6LCR32rD0","BradCreely",2018-11-05 16:47:11,"WestPoint","West Point,MS",238,0,NA,NA,NA,NA,NA
727,"Volunteered for the Air Force over 44 years ago because scored too high on ASVAB to get into Army. Could read so Navy/Marines not option. Hope Army's gerbil mascot 'snookums' is well 
Air Force Academy<U+0092>s falcon mascot improving after injury at West Point https://t.co/gu3wkweBmE","DonNeyland",2018-11-05 16:40:05,"WestPoint","Louisiana, USA",10,1,NA,NA,NA,NA,NA
730,"@philosophicEEL @JRMoockjr @RlndHdlsTmsnGnr @terrancesavery @TankCPTNemo @GSChahal11 @ckshowalter @barefootboomer Oh, they<U+0092>re in the bad 50% for other personality flaws, it<U+0092>s just a coincidence they also happened to major in philosophy at West Point <U+0001F923>","Sasha_Maggio",2018-11-05 16:32:54,"WestPoint","Washington, DC",1220,1,NA,NA,NA,NA,NA
733,"I bet there are a few cadets getting smoked right now.
~Storm https://t.co/3AT93ul4wq","asmdss",2018-11-05 16:31:08,"WestPoint",NA,11320,1,NA,NA,NA,NA,NA
737,"John James is in striking distance of Democratic fossil Debbie Stabenow in the US Senate race in Michigan. Strong GOP turnout is critical. The superstar West Point grad, veteran, business owner is exactly what the state needs. It's time to win!

LET'S GO MICHIGAN!

VOTE RED!","thebradfordfile",2018-11-05 16:26:17,"WestPoint","America",117114,2181,NA,NA,NA,NA,NA
740,"Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank https://t.co/7Cfl1pe4U9 
By MIHIR ZAVERI from NYT U.S. https://t.co/zMIGgWjhUb https://t.co/2h9I8sThrI NYT https://t.co/7aWn2DdECc","FayeRFields5",2018-11-05 16:18:38,"WestPoint","Dubai, United Arab Emirates",86,0,NA,NA,NA,NA,NA
742,"Hard to imagine these will be our future leads. #ArmyFail 

Air Force falcon mascot injured in West Point prank expected to make a full recovery https://t.co/eM6VhviKX3 via @9NEWS","Salsa_Bear",2018-11-05 16:16:17,"WestPoint","Born in Yuma CO live in Denver",143,1,NA,NA,NA,NA,NA
743,"@BiologistDan @denise_osborne Thank goodness the bird is recovering.
 https://t.co/IlfiKdaJhJ","LesleyLupo",2018-11-05 16:13:49,"WestPoint","Tucson, AZ",10892,1,NA,NA,NA,NA,NA
744,"Update:
West Point apologizes for falcon's injuries; Air Force Academy mascot expected to fully recover https://t.co/m8zcefFuJd via @csgazette","sagcat",2018-11-05 16:11:12,"WestPoint","Portland, OR",242,0,NA,NA,NA,NA,NA
745,"The Air Force falcon injured at West Point during a prank over the weekend is back home and showing signs of improvement.
https://t.co/1TJb57yRIt https://t.co/POBM1sTNh4","DenverChannel",2018-11-05 16:10:00,"WestPoint","Denver, Colorado",256539,15,NA,NA,NA,NA,NA
752,"West Point apologizes for falcon's injuries; Air Force Academy mascot expected to fully recover

https://t.co/5sMtRx5fYF

Shared from my Google feed","WitchyWoman722",2018-11-05 16:05:37,"WestPoint","DE. Bklyn, NY",1239,0,NA,NA,NA,NA,NA
753,"West Point Prank Injures Air Force Mascot https://t.co/sAyJ5ZcY4U
Very dumb prank. I<U+0092>m sure the culprits will be facing disciplinary action for sure!","robertsmale",2018-11-05 16:04:50,"WestPoint",NA,54,0,NA,NA,NA,NA,NA
755,"Today I finally stopped to get a closer look at this monument on Prospect Av. near E. 46th in #CLE. I<U+0092>ve driven by it countless times. Turns out it<U+0092>s a monument to Col. Charles Young, the 3rd African American graduate of West Point, whose house in Wilberforce, OH, is a Nat<U+0092>l Mon. https://t.co/JM4ZQ4x6P7","marksouther",2018-11-05 16:02:42,"WestPoint","Cleveland, OH",1652,55,NA,NA,NA,NA,NA
756,"West Point Visit....What an Honor.
Army vs Airforce Game
@GavinThomson12  @AlBuilder412 @pappapbarney  @WestPoint_USMA https://t.co/pnVUIGIqII","thekellithomson",2018-11-05 16:02:38,"WestPoint","Pittsburgh, PA",116,20,NA,NA,NA,NA,NA
761,"Lame.
https://t.co/M1MV7apqai","tweet4songbirds",2018-11-05 15:59:57,"WestPoint",NA,2532,0,NA,NA,NA,NA,NA
763,"@SitiveniKaufusi, great meeting you and you<U+0092>re family this weekend at West Point. Look forward to playing with you or against you on Saturdays next year. If you<U+0092>re in North TX make sure to holler at me. https://t.co/lErPKTCPVT","KaghenRoach",2018-11-05 15:55:08,"WestPoint","THE BACKFIELD",928,3,NA,NA,NA,NA,NA
764,"@Bozzers 100% agree that only licensed places, like the ones that do shows (example- Exeter has West Point) but the public shouldn<U+0092>t be allowed to buy them!","CoreyCj76",2018-11-05 15:54:40,"WestPoint",NA,144,1,NA,NA,NA,NA,NA
765,"@JRMoockjr @RlndHdlsTmsnGnr @TankCPTNemo @GSChahal11 @ckshowalter @barefootboomer This might be true. Best peer, rater, and senior rater I<U+0092>ve had all infantry officers from West Point.","terrancesavery",2018-11-05 15:54:11,"WestPoint",NA,188,3,NA,NA,NA,NA,NA
766,"@such_jane @newsobserver @Citadel1842 Have women ruined West point, the Naval Academy and the A.F. Academy?

I didn't think so.","craft_hughes",2018-11-05 15:52:42,"WestPoint",NA,1,0,NA,NA,NA,NA,NA
768,"Prank gone wrong: US military academy embarrassed after cadets kidnap &amp; injure rivals<U+0092> mascot falcon https://t.co/UqFrOyXNGx","imagedyva",2018-11-05 15:51:22,"WestPoint",NA,917,0,NA,NA,NA,NA,NA
778,"The #DOD will go all out to protect a falcon, but not the #Kisatchie #PeasonRidge horses at Fort Polk. IRONY on tap. 
https://t.co/yxp6AlE9vg via @csgazette","Square_Halt",2018-11-05 15:37:56,"WestPoint","Roll Tide and Go Big Blue",26,2,NA,NA,NA,NA,NA
789,"After abducting Air Force Falcon West Point Cadets threatened with crime of <U+0093>abuse of a public animal<U+0094> on the military<U+0092>s books since the Army was founded, and has been used primarily to charge those who abused pack animals https://t.co/OAFAZhcK08","simarilian",2018-11-05 15:29:39,"WestPoint","Oregon",1151,0,NA,NA,NA,NA,NA
790,"Prank gone wrong: US military academy embarrassed after cadets kidnap &amp; injure rivals<U+0092> mascot falcon https://t.co/NSqWfVVkKw https://t.co/QoxSH5MdRB #blacktwitter https://t.co/gU8nSJ5nhe","isitjustus2",2018-11-05 15:26:12,"WestPoint",NA,7437,0,NA,NA,NA,NA,NA
800,"MilitaryTimes: Air Force Academy<U+0092>s falcon mascot, improving after injury at West Point
https://t.co/4iJudrfmz9 https://t.co/vWioyzAK4z","NightmareTac",2018-11-05 15:14:10,"WestPoint","PACNW",3809,0,NA,NA,NA,NA,NA
803,"Air Force Academy<U+0092>s falcon mascot, improving after injury at West Point https://t.co/OIALNQ5Qzc","IntermatStealth",2018-11-05 15:12:10,"WestPoint","Hunt",32,0,NA,NA,NA,NA,NA
804,"Air Force Academy<U+0092>s falcon mascot, improving after injury at West Point
https://t.co/c3l3FGwjnE https://t.co/4RIdLFbWLZ","Marinetimes",2018-11-05 15:10:09,"WestPoint",NA,60317,8,NA,NA,NA,NA,NA
805,"Air Force Academy<U+0092>s falcon mascot, improving after injury at West Point
https://t.co/Dhx66ZhFUO https://t.co/fba3EbWOTb","NavyTimes",2018-11-05 15:10:09,"WestPoint",NA,100109,8,NA,NA,NA,NA,NA
807,"Air Force Academy<U+0092>s falcon mascot, improving after injury at West Point
https://t.co/SOQglniymw https://t.co/FAfcULx5rB","MilitaryTimes",2018-11-05 15:10:08,"WestPoint",NA,190238,33,NA,NA,NA,NA,NA
809,"Air Force Academy<U+0092>s falcon mascot, improving after injury at West Point
https://t.co/URjKauLHsT https://t.co/apxYAkpC0y","ArmyTimes",2018-11-05 15:10:08,"WestPoint",NA,94798,10,NA,NA,NA,NA,NA
810,"Air Force Academy<U+0092>s falcon mascot, improving after injury at West Point
https://t.co/wahgAnLbL6 https://t.co/FNgZQ4a9c8","AirForceTimes",2018-11-05 15:10:08,"WestPoint",NA,54634,17,NA,NA,NA,NA,NA
812,"West Point issues apology for falcon's injuries; Air Force Academy mascot able to fly
@AF_Falcons @AF_Academy @AF_Falcons
https://t.co/yAMc2zKbfq","csgazette",2018-11-04 21:00:39,"WestPoint","Colorado Springs",64974,15,NA,NA,NA,NA,NA
813,"<U+0093>The @WestPoint_USMA sincerely apologizes for an incident involving USMA cadets and the @AF_Academy falcons, which occurred Saturday.<U+0094> https://t.co/Tk0jKsHgFF #USAFA @USArmy @usairforce","csgazette",2018-11-05 15:07:00,"WestPoint","Colorado Springs",64974,0,NA,NA,NA,NA,NA
814,"I never noticed before that the decorative pattern on the beams in West Point<U+0092>s Jefferson Hall consists of lots of little tiny missiles. 

I wonder what the decorative pattern would include if they redid it for the current cyber age.  1<U+0092>s and 0<U+0092>s? Lots of tiny stylized iPhones? https://t.co/rj76lKrIIZ","brooks_rosa",2018-11-05 15:06:55,"WestPoint",NA,29990,32,NA,NA,NA,NA,NA
816,"I searched for ""3 comma splices in one tweet from a west point grad"" and that's what I got. The twitter search engine is pretty accurate. 

grinchslygrin.gif https://t.co/kemV4Ovomf","UncleChaps",2018-11-05 15:02:00,"WestPoint","San Antonio via Duval",138008,72,NA,NA,NA,NA,NA
819,"AirForce mascot #falcon improving after injury at #WestPoint
https://t.co/DFTr1jokJK https://t.co/CyXmVc6czu","News12HV",2018-11-05 14:59:00,"WestPoint","W. Nyack, NY",46474,1,NA,NA,NA,NA,NA
820,"#AirForce mascot #falcon improving after injury at #WestPoint
https://t.co/Z8nTTYwQNC","News12WC",2018-11-05 14:59:00,"WestPoint","Yonkers, NY",70970,7,NA,NA,NA,NA,NA
822,"@verconnell @FoxNews You really need to read some other news. He works tirelessly with veterans and often visits the military.
From doing a boy scout rally, talking to the west point cadets, big rally for soldiers, giving out medals, rewarding bravery.
bringing home imprisoned soldiers and remains","100mis",2018-11-05 14:57:03,"WestPoint","Stop over in Nihon (Japan)",4280,0,NA,NA,NA,NA,NA
823,"Juuuust realized I arrived at West Point<U+0092>s #WarStudies conference wearing my @norwichnews jacket. Hopefully they don<U+0092>t show me the door.","AndrewLiptak",2018-11-05 14:56:48,"WestPoint","Vermont",4022,10,NA,NA,NA,NA,NA
826,"Air Force<U+0092>s Live Falcon Mascot Injured in Botched Prank by West Point Cadets https://t.co/g1HT14PX7X","tvgirl1960",2018-11-05 14:51:32,"WestPoint","United States",653,0,NA,NA,NA,NA,NA
832,"@JoeMcNallyPhoto @CTRidgefield @RidgefieldPress I was just in West Point NY and the colors were spectacular. I<U+0092>ve been in Texas for years and definitely miss NE fall the most! Thanks for sharing the beauty :)","FatimaDon",2018-11-05 14:43:20,"WestPoint","Houston, TX",107,0,NA,NA,NA,NA,NA
834,"#Blessed !!!  <U+2764><U+FE0F><U+0001F1FA><U+0001F1F8><U+2764><U+FE0F>More info here w/ pic :
https://t.co/3TWcmMAafQ
#USAF @AF_Academy #AirForce 
#MondayMotivation #MondayThoughts : Treat living things with #Respect !
Treat our #Military with respect !  Treat the #USA with respect ! <U+0001F1FA><U+0001F1F8><U+2764><U+FE0F><U+0001F1FA><U+0001F1F8>
#Yewnired8Moments https://t.co/TluueFJw6x","YRedactions",2018-11-05 14:42:31,"WestPoint","AMERICA , The Beautiful - lyrics by Katharine Lee Bates",161,0,NA,NA,NA,NA,NA
847,"Prank gone wrong: US military academy embarrassed after cadets kidnap &amp; injure rivals<U+0092> mascot falcon https://t.co/84BRcrg3mc https://t.co/9ry6vhvFRA","kimmierae61",2018-11-05 14:24:21,"WestPoint","everywhere & nowhere.",1291,0,NA,NA,NA,NA,NA
848,"For every slug tweeting about West Point cadets hurting the Air Force Academy falcon, I will personally shoot a California Condor","J_Wojewodka",2018-11-05 14:23:33,"WestPoint",NA,182,0,NA,NA,NA,NA,NA
849,"Also...
 https://t.co/C3n4Eom4ZE","KathleenSims19",2018-11-05 14:21:32,"WestPoint","United States",916,0,NA,NA,NA,NA,NA
857,"@AN_Goldstein @WestPoint_USMA @WarInstitute Andrea, in all seriousness: stop by the Jewish chapel while you<U+0092>re at West Point, if you<U+0092>ve never been there. Beat Navy!","jeffjacobs79",2018-11-05 14:12:42,"WestPoint",NA,274,0,NA,NA,NA,NA,NA
868,"Air Force mascot falcon injured in prank at West Point - NBC News
Where do the worst of the bad boys go to school?  West Point. https://t.co/uKkgSxskuQ","1TerryGillespie",2018-11-05 14:03:04,"WestPoint","Jackson County IL",1,0,NA,NA,NA,NA,NA
872,"Two jobs at the Combating Terrorism Center at West Point still available. 

Job closes 14 November. https://t.co/E7X4YfFYcz","warnjason",2018-11-05 13:53:18,"WestPoint",NA,3535,7,NA,NA,NA,NA,NA
873,"2 Air Force mascot rare falcons stolen by 2 West Point Cadets. Stuffed into dog crates, one injured.The two should probably be expelled for being dumb asses. They clearly don<U+0092>t care about committing a crime &amp; can<U+0092>t anticipate consequences of their actions. https://t.co/nno1x9hBCx","whatwasithnkng",2018-11-05 13:53:13,"WestPoint","Texas",80,0,NA,NA,NA,NA,NA
878,"How can you tell a West Point grad in a bar?

Don't worry, he'll tell you.

https://t.co/GoDVWy8fm4","conflictobservr",2018-11-05 13:50:34,"WestPoint","Austin, Republic of Texas",1546,4,NA,NA,NA,NA,NA
885,"Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank by MIHIR<U+00A0>ZAVERI https://t.co/9uGN2xZrVn https://t.co/HE1MSa5XaA","Okebumichael",2018-11-05 13:48:41,"WestPoint","Lagos",28,0,NA,NA,NA,NA,NA
892,"Air Force Mascot, a Falcon, Is Injured by West Point Cadets During<U+00A0>Prank https://t.co/zNdIFbzqHt https://t.co/oF7ND3mbuV","somsirsa",2018-11-05 13:47:46,"WestPoint","Kolkata",757,0,NA,NA,NA,NA,NA
894,"Air Force Academy mascot  falcon abducted by West Point army cadets &amp;injured after being stuffed roughly into a dog crate.
Aurora had blood on her wings caused by thrashing around in the crate.
Nobody should let these douchebags loose on a foreign country.
https://t.co/LeWNhAsOJz","Shh7777777777",2018-11-05 13:47:36,"WestPoint",NA,489,1,NA,NA,NA,NA,NA
923,"US - Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank

As Saturday approached, the United States Military Academy revved up for a football game against the visiting Air Force Academy in... https://t.co/dXselKIHg1","WildlifeAtRisk",2018-11-05 13:39:32,"WestPoint",NA,3113,0,NA,NA,NA,NA,NA
924,"@JRMoockjr @ckshowalter @TankCPTNemo @barefootboomer I can assure you, if you find yourself somewhere in the depths of West Point, there are definitely more than a few. That<U+0092>s not to say that there aren<U+0092>t some bad apples though.","GSChahal11",2018-11-05 13:38:25,"WestPoint","West Point, NY/ Shelby Twp., MI",527,7,NA,NA,NA,NA,NA
929,"@reveille let's all send our well wishes to a fellow military mascot. 
Air Force mascot falcon injured in prank by rival Army https://t.co/24F9jSQZQ1","k9habber",2018-11-05 13:30:34,"WestPoint","tucson",22,0,NA,NA,NA,NA,NA
931,"@EdKrassen @krassenstein @realDonaldTrump @DebbieStabenow @stabenow So you would vote against an American hero who served his county 8 years, graduated West Point, graduated with the two bachelors, runs his own business which employees the working people of Michigan for a old women who<U+0092>s never done anything of substance","GM_Mike_Brown",2018-11-05 13:27:25,"WestPoint","Cincinnati, OH",313,0,NA,NA,NA,NA,NA
933,"@realDonaldTrump Continue from previous tweet. Where do you think the majority of our countries  fresh drinking water comes from.  Flints water is still bad. What have you done. So James s is a West Point Grad. And? What would you even know about the military. Oh that<U+0092>s right nothing. You dodged","Lyn6069",2018-11-05 13:26:24,"WestPoint","Ray, Michigan",520,0,NA,NA,NA,NA,NA
941,"@JohnJamesMI @DonaldJTrumpJr @realDonaldTrump Sr. James. Usted un distinguido graduado de West point y veterinario, ser<e1> el ganador. Nuestro @realDonaldTrump tiene toda la raz<f3>n no m<e1>s t<ed>teres como este se<f1>or Schumer, que no hace nada por Michigan. Vota @JohnJamesMI <U+0001F448><U+0001F44D>","E55Vargas",2018-11-05 13:14:20,"WestPoint","Venezuela",371,0,NA,NA,NA,NA,NA
947,"Stupid, not malicious. Nobody<U+0092>s life should be ruined for this. 

West Point apologizes for falcon's injuries; Air Force Academy mascot expected to fully recover https://t.co/ADc4AauZv3 via @csgazette","JacketNation",2018-11-05 13:02:47,"WestPoint","Climbing the money tree...",2188,0,NA,NA,NA,NA,NA
951,"Best case:An army COL conspired to commit a federal crime with cadets.Worst case:USMA cadets burglarized a COL<U+0092>s home to injure federally protected animals. 

#army #airforce #navy #usmc #uscg #military https://t.co/SMg48ofMIe","John___Sheehan",2018-11-05 12:58:40,"WestPoint","Washington, D.C.",171,0,NA,NA,NA,NA,NA
952,"@thedailybeast Make West Point prove they're sorry by court-martialing &amp; EXPELLING all students involved in harming the falcon. 

It's irrelevant whether the incident was intentional or not ... or even accidental or not ... make the bastards do time/do grunt work w/ no hope of parole/promotion.","JohnHMcCannon",2018-11-05 12:55:04,"WestPoint","Aberdeen, MD",113,0,NA,NA,NA,NA,NA
953,"The Monday 10: Arizona State  nets a milestone, Omaha finally gains a <U+0091>W,<U+0092> Air Force sweeps Army West Point https://t.co/dlTQk847tw","SonsOfHockey",2018-11-05 12:53:18,"WestPoint","Orange County, CA",15945,2,NA,NA,NA,NA,NA
955,"@nytimes I am ashamed of those cadets. THAT was not a prank. THAT was a crime. Shame on them. They don<U+0092>t deserve to be at West Point.","jmc3883",2018-11-05 12:51:49,"WestPoint","West Point, NY",50,3,NA,NA,NA,NA,NA
956,"Aurora, the 22-year-old Air Force mascot falcon, is improving after injury at West Point before the Army game. 

Army says it is investigating what happened after reports of a prank gone bad. https://t.co/CYeVUGCbdj","AP_Top25",2018-11-05 12:49:04,"WestPoint",NA,235719,26,NA,NA,NA,NA,NA
964,"Air Force mascot falcon improving after injury at West<U+00A0>Point https://t.co/j3EjWzjJBa","NewDelhiTimes",2018-11-05 12:24:38,"WestPoint","New Delhi, India",424733,0,NA,NA,NA,NA,NA
973,"West Point said an apology was given to the Air Force Academy and that an investigation is underway. West Point added <U+0093>we are taking this situation very seriously, and this occurrence does not reflect the Army or USMA core values of dignity and respect.<U+0094> https://t.co/0oJ7SPUxpa","starsandstripes",2018-11-05 01:10:01,"WestPoint","Washington D.C.",198308,38,NA,NA,NA,NA,NA
974,"The 22-year-old bird named Aurora <U+0093>was able to fly around in her pen<U+0094> on Sunday, said Air Force Academy spokesperson Lt. Col. Tracy A. Bunko. https://t.co/f82UrFKxHC","starsandstripes",2018-11-04 22:46:32,"WestPoint","Washington D.C.",198308,83,NA,NA,NA,NA,NA
979,"""Distinguished West Point and vet""
Y resulta que ac<e1> te corren (y persiguen) x haber sido militar
A<f1>os luz
#MAGA https://t.co/3PUKzjTKO6","Lombardogj",2018-11-05 12:10:27,"WestPoint","La Plata, Argentina",169,0,NA,NA,NA,NA,NA
980,"Air Force mascot falcon injured in prank by rival<U+00A0>Army https://t.co/mdhiizoyhs","wtfiscrackin",2018-11-05 12:10:03,"WestPoint",NA,218,0,NA,NA,NA,NA,NA
